user_id,survey,submitted,measure_0,question_m_conflict_1,question_m_conflict_2,question_m_conflict_3,question_m_conflict_4,question_m_conflict_5,question_m_conflict_6,question_m_conflict_7,question_m_conflict_8,question_m_conflict_9,question_m_conflict_10,measure_1,question_m_dealstress_1,question_m_dealstress_2,question_m_dealstress_3,question_m_dealstress_4,question_m_dealstress_5,measure_2,question_m_well_1,question_m_well_2,measure_3,question_m_percstress_1,question_m_percstress_2,question_m_percstress_3,question_m_percstress_4,question_m_percstress_5,question_m_percstress_6,question_m_percstress_7,question_m_percstress_8,question_m_percstress_9,question_m_percstress_10,measure_4,question_m_belong_1,question_m_belong_2,question_m_belong_3,question_m_belong_4,question_m_belong_5,measure_5,question_m_workplace_1,question_m_workplace_2,question_m_workplace_3,question_m_workplace_4,measure_6,question_m_problem_1,question_m_problem_2,measure_7,question_m_problem_3,measure_8,question_m_team_1,question_m_team_2,question_m_team_3,measure_9,question_m_motiv_1,question_m_motiv_2,question_m_motiv_3,measure_10,question_m_behave_1,question_m_behave_2,question_m_behave_3,question_m_behave_4,measure_11,question_m_eff_1,question_m_eff_2,question_m_eff_3,question_m_eff_4,question_m_eff_5,question_m_eff_6,question_m_eff_7,question_m_eff_8,measure_12,question_m_satis_1,question_m_satis_2,question_m_satis_3,question_m_satis_4,question_m_satis_5,question_m_satis_6,question_m_satis_7,question_m_satis_8,question_m_satis_9,question_m_satis_10,question_m_satis_11,question_m_satis_12,question_m_satis_13,question_m_satis_14,question_m_satis_15,question_m_satis_16,question_m_satis_17,question_m_satis_18,question_m_satis_19,question_m_satis_20,question_m_motiv_4,question_m_tmgmt_,question_m_satisb_1,question_m_satisb_2,question_m_satisb_3,question_m_satisb_4,question_m_satisb_5,question_m_satisb_6,question_m_satisb_7,question_m_satisb_8,question_m_satisb_9,measure_13,question_m_recom_1
9611225276083,Monthly,2019-09-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Never,Never,Always,3,Agree,Neither agree nor disagree,4,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Always,Often,Often,10,Always,Strongly disagree,Strongly disagree,11,Rarely,Often,Sometimes,Often,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Might recommend
9004200206087,Monthly,2019-09-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Never,Sometimes,Often,3,Agree,Neither agree nor disagree,4,Often,Rarely,Often,Often,Sometimes,Sometimes,Often,Often,Rarely,Often,5,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,6,NA,NA,NA,NA,7,Sometimes,Always,8,NA,9,Always,Always,Always,10,Always,Strongly agree,Strongly agree,11,Always,Always,Always,Always,NA,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,NA,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Everyday,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,13,Would definitely recommend
9509170416086,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Often,Often,Never,Rarely,Sometimes,3,Agree,Disagree,4,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,5,Agree,Agree,Agree,Agree,Agree,6,NA,NA,NA,NA,7,Often,Sometimes,8,NA,9,Often,Often,Often,10,Often,Strongly disagree,Strongly disagree,11,Often,Often,Sometimes,Sometimes,NA,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,NA,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,13,Might recommend
9410160259083,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Often,Often,Never,Rarely,Sometimes,3,Strongly agree,Strongly agree,4,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,5,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,6,NA,NA,NA,NA,7,Often,Often,8,NA,9,Sometimes,Often,Always,10,Always,Strongly agree,Strongly agree,11,Sometimes,Often,Often,Often,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Everyday,Strongly Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,I am not sure
9307071043087,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Rarely,Never,Never,Rarely,Rarely,3,Disagree,Agree,4,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Often,Rarely,5,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,6,NA,NA,NA,NA,7,Often,Often,8,NA,9,Rarely,Often,Rarely,10,Sometimes,Strongly agree,Strongly agree,11,Often,Always,Rarely,Often,NA,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,NA,Strongly Agree,Strongly disagree,Agree,Disagree,Agree,Agree,NA,NA,NA,Strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Everyday,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,13,Might not recommend
9406240401083,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Never,Never,Sometimes,3,Strongly agree,Strongly agree,4,Rarely,Often,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Always,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Often,Often,Often,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Would definitely recommend
9908126010086,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Always,Never,Rarely,Sometimes,3,Strongly agree,Strongly agree,4,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,5,Agree,Agree,Agree,Agree,Agree,6,NA,NA,NA,NA,7,Often,Always,8,NA,9,Always,Always,Always,10,Often,Strongly disagree,Strongly disagree,11,Often,Always,Always,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,NA,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,A few times in a week,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Definitely would not recommend
9807190040088,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Rarely,Rarely,Often,3,Strongly agree,Neither agree nor disagree,4,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Sometimes,Always,Always,10,Always,Strongly agree,Strongly agree,11,Rarely,Always,Sometimes,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Everyday,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Would definitely recommend
9711050380081,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Often,Always,Never,Never,Always,3,Agree,Agree,4,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Often,Never,Sometimes,5,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,6,NA,NA,NA,NA,7,Always,Often,8,NA,9,Always,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Often,Always,Always,Sometimes,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,NA,NA,NA,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,13,Might recommend
9310300481086,Monthly,2019-09-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Often,Never,Rarely,Sometimes,3,Agree,Agree,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,5,Agree,Agree,Agree,Agree,Strongly agree,6,NA,NA,NA,NA,7,Often,Often,8,NA,9,Often,Sometimes,Sometimes,10,Often,Strongly disagree,Strongly disagree,11,Often,Always,Often,Always,NA,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,NA,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,A few times in a week,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,13,Would definitely recommend
9205100445085,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Often,Never,Never,Sometimes,3,Disagree,Disagree,4,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,5,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Always,Often,Always,10,Sometimes,Agree,Neither agree nor disagree,11,Sometimes,Often,Sometimes,Often,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,NA,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,NA,NA,NA,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Everyday,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,13,I am not sure
9810120473080,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Never,Never,Always,3,Strongly agree,Strongly disagree,4,Always,Always,Sometimes,Never,Rarely,Never,Often,Rarely,Never,Never,5,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,6,NA,NA,NA,NA,7,Often,Always,8,NA,9,Always,Always,Always,10,Always,Strongly agree,Strongly agree,11,Often,Always,Often,Always,NA,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Everyday,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Might recommend
0004050413089,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Never,Never,Always,3,Strongly agree,Strongly agree,4,Sometimes,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,5,Strongly agree,Agree,Agree,Agree,Agree,6,NA,NA,NA,NA,7,Always,Often,8,NA,9,Often,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Sometimes,Sometimes,Sometimes,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,NA,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,A few times in a week,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,13,Definitely would not recommend
9703091121087,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Always,Never,Never,Sometimes,3,Agree,Strongly agree,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,5,Agree,Agree,Agree,Agree,Agree,6,NA,NA,NA,NA,7,Always,Sometimes,8,NA,9,Always,Sometimes,Sometimes,10,Often,Strongly agree,Strongly agree,11,Sometimes,Always,Sometimes,Often,NA,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,NA,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,A few times this month,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,13,Would definitely recommend
9105110326087,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Often,Sometimes,Never,Rarely,Often,3,Agree,Agree,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Rarely,5,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,6,NA,NA,NA,NA,7,Sometimes,Sometimes,8,NA,9,Often,Often,Always,10,Often,Strongly agree,Agree,11,Sometimes,Often,Sometimes,Sometimes,NA,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,NA,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Not at all this month,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,13,I am not sure
9010140423088,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Sometimes,Never,Never,Always,3,Strongly agree,Strongly agree,4,Sometimes,Always,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Always,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Always,Always,Sometimes,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Not at all this month,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Might recommend
9502045522089,Monthly,2019-09-21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Often,Often,Never,Rarely,Often,3,Strongly agree,Agree,4,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,5,Agree,Agree,Agree,Agree,Neither agree nor disagree,6,NA,NA,NA,NA,7,Often,Often,8,NA,9,Always,Always,Always,10,Always,Strongly agree,Strongly agree,11,Sometimes,Often,Sometimes,Sometimes,NA,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Everyday,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,13,Might recommend
9609106671083,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Never,Never,Always,3,Strongly agree,Strongly agree,4,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Always,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Often,Always,Rarely,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,13,I am not sure
9210305566081,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Rarely,Always,Never,Never,Rarely,3,Agree,Disagree,4,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Sometimes,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Rarely,Sometimes,Sometimes,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Not at all this month,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Would definitely recommend
9108215360084,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Rarely,Sometimes,Always,3,Strongly agree,Neither agree nor disagree,4,Sometimes,Sometimes,Often,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,5,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Always,Sometimes,Always,10,Always,Strongly disagree,Strongly disagree,11,Always,Always,Always,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Would definitely recommend
9511265183084,Monthly,2019-09-03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Rarely,Often,Never,Never,Often,3,Neither agree nor disagree,Neither agree nor disagree,4,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,5,Agree,Agree,Agree,Agree,Agree,6,NA,NA,NA,NA,7,Always,Often,8,NA,9,Always,Often,Often,10,Often,Strongly agree,Strongly agree,11,Sometimes,Often,Sometimes,Often,NA,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,NA,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Once a week,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,13,Might recommend
9402065841081,Monthly,2019-09-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Often,Never,Never,Sometimes,3,Agree,Neither agree nor disagree,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,5,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,6,NA,NA,NA,NA,7,Rarely,Never,8,NA,9,Always,Often,Often,10,Always,Strongly agree,Strongly agree,11,Always,Always,Often,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,NA,Agree,Agree,Agree,Strongly Agree,Agree,Agree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,A few times in a week,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,13,I am not sure
9601115469088,Monthly,2019-09-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Always,Always,Never,Never,Sometimes,3,Strongly agree,Strongly agree,4,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Sometimes,5,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Often,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Sometimes,Always,Often,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,NA,Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Would definitely recommend
9310066180088,Monthly,2019-09-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Often,Always,Never,Never,Always,3,Strongly agree,Strongly agree,4,Often,Often,Often,Often,Often,Often,Often,Always,Often,Always,5,Agree,Agree,Agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Often,8,NA,9,Always,Often,Always,10,Always,Strongly disagree,Strongly disagree,11,Always,Often,Often,Often,NA,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Everyday,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,NA
9307260864087,Monthly,2019-09-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Often,Always,Never,Never,Always,3,Strongly agree,Strongly agree,4,Never,Always,Never,Always,Never,Never,Never,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Often,Always,Always,10,Always,Strongly disagree,Strongly disagree,11,Often,Always,Always,Sometimes,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,A few times in a week,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Might not recommend
9312170755086,Monthly,2019-09-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Always,Never,Never,Always,3,Agree,Agree,4,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Often,Often,Always,10,Always,Strongly agree,Strongly agree,11,Sometimes,Always,Often,Always,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Everyday,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,13,Might recommend
9804290408083,Monthly,2019-09-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Sometimes,Always,Never,Never,Always,3,Strongly agree,Strongly agree,4,Never,Always,Always,Sometimes,Rarely,Often,Often,Always,Never,Never,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,NA,NA,NA,NA,7,Always,Always,8,NA,9,Always,Always,Always,10,Always,Agree,Agree,11,Often,Always,Always,Always,NA,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,NA,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,A few times in a week,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,13,I am not sure
